locality,house_size,n_bedroom,n_bathroom,n_room,sale_cond,park_facil,utility_avail,street,mzzone,sales_price,built_year,age,buildtype_Commercial,buildtype_House,buildtype_Others
1,1155,1,1,3,1,0,4,1,5,6480515,1978,33,0,1,0
1,752,1,1,2,3,1,2,2,3,6085999,1999,11,0,1,0
5,1888,3,2,5,1,1,4,3,6,12443355,1987,22,0,1,0
3,1211,2,1,4,2,0,3,3,4,13739121,1988,22,1,0,0
1,1248,1,1,3,4,1,4,1,1,6024314,1979,31,0,0,1
5,1892,3,2,5,4,1,3,2,6,18121333,1992,17,1,0,0
2,1030,1,1,3,3,0,4,1,1,5978791,1987,21,0,1,0
3,1254,2,1,4,2,0,3,1,5,9422762,1993,21,0,0,1
5,1762,2,1,4,5,0,4,3,4,15775481,1993,19,1,0,0
1,1622,2,2,4,2,0,4,1,4,11894719,1987,25,1,0,0
3,951,1,1,3,2,0,2,1,6,11636435,1983,30,1,0,0
6,1981,2,1,5,2,0,3,1,5,21752736,1989,19,1,0,0
1,1628,2,2,4,4,0,1,1,2,6368746,2003,7,0,1,0
3,797,1,1,2,4,0,1,1,6,7407136,1985,23,0,1,0
1,1587,2,2,4,4,1,3,1,3,12011688,1979,32,1,0,0
3,1081,1,1,3,2,0,2,1,4,11703795,1999,9,1,0,0
6,1895,2,1,5,2,1,3,2,4,15205620,1998,11,0,0,1
3,973,1,1,3,4,1,2,3,4,12599883,1971,40,1,0,0
3,844,1,1,3,3,1,3,3,5,9645631,2002,7,0,1,0
3,965,1,1,3,4,0,2,1,4,6881714,1979,27,0,1,0
4,1742,2,1,4,2,0,3,3,1,8940971,1998,13,0,0,1
5,1304,1,1,3,5,1,2,2,6,11426779,2003,5,0,0,1
7,1510,1,1,4,1,0,1,2,6,11804418,1983,24,0,1,0
7,1888,2,1,5,3,1,2,1,5,22254683,1986,23,1,0,0
6,1540,1,1,4,1,1,3,2,6,19985271,2001,9,1,0,0
1,1023,1,1,3,1,1,2,3,3,7741688,1999,11,0,0,1
1,798,1,1,2,1,0,4,3,3,7926865,1995,14,1,0,0
6,1624,1,1,4,4,1,2,3,5,13636195,1996,14,0,1,0
5,1612,2,1,4,2,0,4,2,4,9124325,2002,7,0,1,0
7,1723,1,1,4,5,1,2,2,5,14786271,1971,39,0,0,1
3,950,1,1,3,1,1,4,1,5,12371927,1985,23,1,0,0
7,1919,2,1,5,3,1,2,1,4,21336784,1973,34,1,0,0
7,1528,1,1,4,3,1,3,3,6,14870813,1987,26,0,0,1
1,1081,1,1,3,3,1,4,2,2,6332307,1975,36,0,1,0
3,1002,1,1,3,1,1,3,3,5,10600600,2008,6,0,0,1
3,937,1,1,3,2,0,3,3,6,9416762,1996,12,0,1,0
5,2372,4,2,6,5,1,4,3,6,14668252,1986,22,0,1,0
3,1237,2,1,4,2,0,3,2,4,13851220,2000,10,1,0,0
3,1242,2,1,4,1,0,3,1,6,14480622,2004,9,1,0,0
4,1700,2,1,4,5,1,2,1,1,7685278,1965,42,0,1,0
5,2422,4,2,6,5,0,3,3,5,13172078,1996,15,0,1,0
3,801,1,1,3,3,0,1,3,5,7636400,1971,38,0,1,0
4,1503,2,1,4,3,0,1,1,3,11264761,1958,51,1,0,0
6,1549,1,1,4,3,1,1,1,6,19365866,1984,24,1,0,0
2,606,1,1,2,2,1,2,2,3,8983975,1974,36,1,0,0
3,1277,2,1,4,3,1,4,2,5,10535804,1978,34,0,1,0
3,791,1,1,2,4,0,1,2,4,9915629,1996,18,1,0,0
7,1878,2,1,5,4,0,4,1,6,21605484,1982,29,1,0,0
1,806,1,1,2,5,0,4,2,6,7600131,1979,30,0,0,1
7,1543,1,1,4,1,1,2,3,6,19884934,1970,39,1,0,0
5,1363,2,1,4,2,1,3,2,4,13250888,1998,10,1,0,0
7,1584,1,1,4,1,0,3,1,4,11575456,2004,5,0,0,1
6,1794,1,1,4,5,1,1,2,5,22050304,1996,18,1,0,0
1,704,1,1,2,5,1,4,1,6,7376465,1972,38,0,1,0
6,1531,1,1,4,5,0,3,1,5,12144984,1983,24,0,0,1
3,1003,1,1,3,3,1,2,1,6,10188790,1998,12,0,0,1
3,1010,1,1,3,3,1,3,2,6,10144374,1998,16,0,1,0
6,1794,1,1,4,1,1,4,2,4,13147122,1993,14,0,1,0
5,1756,2,1,4,4,0,2,2,6,11215494,1986,24,0,0,1
2,1188,1,1,3,2,1,2,3,3,14650932,1992,16,1,0,0
3,1164,1,1,3,3,0,3,2,5,13452964,1970,39,1,0,0
7,1851,2,1,5,4,1,4,1,4,14246669,1985,27,0,0,1
3,1176,1,1,3,3,1,2,3,5,11371032,1995,15,0,0,1
5,1503,2,1,4,3,1,4,3,5,12154686,2003,5,0,0,1
1,1621,2,2,4,1,1,4,2,3,9515109,2004,7,0,0,1
1,883,1,1,2,4,0,3,3,1,5366406,1999,11,0,0,1
3,1257,2,1,4,2,1,3,2,4,9861228,1984,25,0,1,0
1,552,1,1,2,2,1,3,3,2,5177962,1964,47,0,0,1
6,1803,2,1,5,1,1,3,1,4,13682577,1989,23,0,0,1
1,721,1,1,2,3,1,1,2,1,6821085,2002,7,1,0,0
4,1573,2,1,4,2,0,1,1,5,8895355,1974,33,0,0,1
3,723,1,1,2,4,1,1,2,6,9118305,2001,7,0,1,0
3,1148,1,1,3,2,0,4,3,6,10791971,1988,21,0,0,1
5,1513,2,1,4,1,0,3,3,5,10096774,1988,23,0,0,1
3,951,1,1,3,4,0,3,2,5,8145861,1982,28,0,1,0
5,2449,4,2,6,1,0,3,3,4,12833506,1985,25,0,0,1
7,1597,1,1,4,4,1,1,2,4,13072218,1984,29,0,0,1
1,1058,1,1,3,1,0,4,1,2,7392850,1990,21,1,0,0
1,1438,2,2,4,1,1,2,3,1,6863303,1976,34,0,1,0
1,1616,2,2,4,4,0,2,2,1,6237298,1986,23,0,1,0
2,632,1,1,2,3,1,4,3,6,12293986,1980,28,1,0,0
3,953,1,1,3,5,0,3,3,5,9144343,1991,18,0,1,0
5,1714,2,1,4,3,0,2,2,5,9830213,2003,7,0,1,0
5,1334,2,1,4,1,0,4,2,5,12416220,1995,16,1,0,0
6,1770,1,1,4,2,0,2,2,6,20797424,1989,26,1,0,0
1,1098,1,1,3,3,1,1,3,2,6904620,1987,24,0,1,0
3,1010,1,1,3,2,0,1,3,6,9594059,1997,13,0,1,0
1,1195,1,1,3,4,0,3,3,5,11302889,1991,18,1,0,0
2,624,1,1,2,1,0,3,2,3,5544718,1987,20,0,1,0
3,1272,2,1,4,4,0,2,2,5,10310984,1998,10,0,0,1
5,1324,1,1,3,2,0,3,3,6,9725471,1996,14,0,1,0
5,2424,4,2,6,4,1,3,2,4,19849400,1991,19,1,0,0
5,1438,2,1,4,3,1,3,2,5,14156869,1986,26,1,0,0
2,701,1,1,2,4,1,2,2,6,12211930,1997,11,1,0,0
3,1236,2,1,4,5,1,3,2,5,11780065,1990,20,0,0,1
4,1744,2,1,4,2,1,1,1,1,7976987,1964,44,0,0,1
3,1078,1,1,3,2,1,1,1,4,8657382,1979,31,0,0,1
3,901,1,1,3,3,1,4,3,5,9908918,2000,14,0,1,0
4,1669,2,1,4,1,1,1,3,3,14462271,1961,45,1,0,0
2,1073,1,1,3,4,0,1,1,6,9975828,1999,8,0,0,1
1,1273,1,1,3,2,0,4,2,6,11599352,1983,28,1,0,0
2,1235,2,2,4,4,0,1,3,2,13618717,1995,12,1,0,0
1,1400,2,2,4,5,0,2,2,2,6617062,1963,49,0,0,1
6,1598,1,1,4,1,1,2,1,4,11839786,1972,39,0,0,1
6,1819,2,1,5,4,0,3,3,6,14464934,1993,16,0,1,0
2,902,1,1,3,2,0,2,2,6,12606234,1987,23,1,0,0
2,795,1,1,2,5,1,4,3,5,10352290,1974,35,0,0,1
5,1763,2,1,4,2,1,4,3,4,16080373,1990,22,1,0,0
4,1848,3,2,5,1,0,4,2,3,15124407,1998,6,1,0,0
3,1288,2,1,4,4,1,2,2,6,16395991,1996,17,1,0,0
4,1615,2,1,4,4,1,2,2,5,10772656,1987,19,0,1,0
3,1026,1,1,3,4,1,4,3,5,14454389,1999,10,1,0,0
4,1598,2,1,4,2,1,1,1,1,12303147,1992,17,1,0,0
4,1896,3,2,5,4,1,4,3,1,9753433,1983,25,0,1,0
5,2276,4,2,6,5,0,4,3,5,13949167,1997,12,0,0,1
5,2407,4,2,6,1,0,2,2,4,18074446,1980,28,1,0,0
3,1083,1,1,3,1,0,2,3,6,10032214,1984,27,0,0,1
3,728,1,1,2,2,1,2,1,6,7928764,1980,34,0,1,0
7,1894,2,1,5,4,0,3,1,5,12432434,1967,42,0,1,0
6,1595,1,1,4,2,1,1,2,4,12217102,1998,9,0,1,0
3,1274,2,1,4,4,0,2,3,5,14967120,1978,32,1,0,0
6,1760,1,1,4,2,0,2,3,5,12813170,1987,21,0,1,0
2,969,1,1,3,3,1,3,1,3,11636986,1974,35,1,0,0
4,1652,2,1,4,1,1,3,3,4,9908766,1960,48,0,1,0
1,1211,1,1,3,1,0,3,2,5,7813504,1986,25,0,0,1
3,958,1,1,3,2,1,3,1,6,13403663,2004,4,1,0,0
3,818,1,1,3,2,1,1,3,4,8308463,1987,22,0,1,0
2,958,1,1,3,2,1,1,3,1,11693032,2002,8,1,0,0
3,1091,1,1,3,4,1,4,3,6,15519392,1985,23,1,0,0
3,1066,1,1,3,1,1,4,3,5,9964765,1982,30,0,1,0
5,2371,4,2,6,4,0,2,2,4,11143521,1978,30,0,1,0
1,1451,2,2,4,3,1,3,1,3,11103500,1972,40,1,0,0
6,1985,2,1,5,2,0,3,2,6,22892240,1988,21,1,0,0
4,1853,3,2,5,5,1,2,2,5,17262015,1970,35,1,0,0
4,1841,3,2,5,2,0,1,3,5,10364728,1969,36,0,1,0
6,1767,1,1,4,4,1,4,3,4,21408638,1975,37,1,0,0
3,1147,1,1,3,4,1,3,3,4,9707480,1969,38,0,1,0
3,1232,2,1,4,4,0,3,1,5,8923036,1995,18,0,1,0
3,1264,2,1,4,3,0,3,2,6,10676047,1981,33,0,0,1
1,898,1,1,3,4,1,3,3,4,10093935,1972,39,1,0,0
3,743,1,1,2,1,1,3,1,6,8275012,1977,37,0,0,1
3,1064,1,1,3,1,1,1,3,5,10334256,1985,27,0,0,1
3,980,1,1,3,1,1,2,3,6,10426295,1971,40,0,0,1
6,1780,1,1,4,1,0,3,3,4,20334958,2000,12,1,0,0
5,1665,2,1,4,3,1,2,3,6,12609090,1994,14,0,0,1
4,1852,3,2,5,4,1,1,1,3,15349825,1994,14,1,0,0
3,1231,2,1,4,3,0,2,3,4,14402095,2006,7,1,0,0
5,1413,2,1,4,1,1,4,3,4,9586495,1980,28,0,1,0
5,2443,4,2,6,4,0,4,3,4,19342792,1978,30,1,0,0
3,1071,1,1,3,4,1,4,2,6,10642195,1992,19,0,1,0
5,1614,2,1,4,2,0,3,3,5,10899281,1995,13,0,0,1
5,1302,1,1,3,4,1,3,3,6,11090880,2000,8,0,1,0
6,1923,2,1,5,4,0,2,1,5,12739542,1993,17,0,1,0
3,805,1,1,3,4,1,3,2,4,8231964,1972,38,0,0,1
6,1586,1,1,4,3,0,2,1,5,11087636,1987,20,0,1,0
4,1883,3,2,5,2,0,4,2,2,14292011,1972,37,1,0,0
5,1582,2,1,4,1,0,3,2,4,13093137,1984,24,1,0,0
2,1109,1,1,3,3,1,4,2,5,10456190,1977,32,0,1,0
1,968,1,1,3,5,0,2,3,3,6681382,1980,31,0,0,1
1,1687,2,2,4,1,0,2,1,4,11765490,1983,28,1,0,0
4,1754,2,1,4,3,0,2,1,3,7417249,1957,53,0,1,0
6,1766,1,1,4,2,1,1,1,5,13766929,1976,31,0,0,1
4,1656,2,1,4,3,1,2,3,2,14887121,1998,8,1,0,0
3,805,1,1,3,2,0,2,1,4,9207969,1985,29,1,0,0
1,726,1,1,2,4,0,2,2,4,6881438,1963,48,1,0,0
1,1228,1,1,3,5,0,4,2,6,11643645,1963,48,1,0,0
6,1995,2,1,5,2,0,1,2,4,21434610,1985,26,1,0,0
1,931,1,1,3,1,0,2,2,5,8578050,1968,42,1,0,0
3,737,1,1,2,2,0,4,1,4,6147941,1972,37,0,0,1
4,1762,2,1,4,4,1,1,2,3,15643171,1999,8,1,0,0
4,1726,2,1,4,1,1,4,2,3,15122331,1987,19,1,0,0
7,1915,2,1,5,2,1,4,2,5,15754117,1993,20,0,0,1
3,729,1,1,2,4,1,1,3,4,8251578,1977,35,0,0,1
1,1653,2,2,4,1,0,4,1,4,11787904,1985,24,1,0,0
3,1261,2,1,4,2,1,3,3,4,15555703,2002,8,1,0,0
4,1744,2,1,4,3,0,4,2,5,10336497,2000,12,0,1,0
2,791,1,1,2,3,0,3,2,4,7727239,2004,5,0,1,0
5,2199,3,2,5,5,1,2,3,5,13474040,1998,11,0,1,0
4,1915,3,2,5,3,0,3,1,1,7326749,1977,30,0,1,0
3,857,1,1,3,2,1,1,2,4,7978600,1997,18,0,1,0
6,1853,2,1,5,1,1,4,2,5,22251835,2004,6,1,0,0
6,1701,1,1,4,3,0,3,3,5,12660776,1978,32,0,1,0
3,963,1,1,3,1,0,4,1,6,11639340,1970,39,1,0,0
6,1889,2,1,5,4,1,4,1,5,13524533,1974,34,0,1,0
4,1544,2,1,4,5,1,3,1,2,7646874,1954,52,0,1,0
3,916,1,1,3,4,1,3,1,6,13076674,2002,12,1,0,0
1,1175,1,1,3,1,0,1,3,4,7250061,2006,5,0,1,0
6,1966,2,1,5,5,1,4,2,5,15324118,1990,20,0,1,0
5,2292,4,2,6,5,0,3,2,6,13503592,1985,24,0,0,1
6,1781,1,1,4,1,0,2,1,6,11876207,1970,41,0,1,0
1,1075,1,1,3,1,0,3,3,1,7896213,1994,17,1,0,0
3,1056,1,1,3,2,1,3,3,4,9668867,1999,10,0,1,0
3,948,1,1,3,3,0,2,3,4,8526427,1988,22,0,0,1
3,1002,1,1,3,4,0,2,2,5,11998838,1972,36,1,0,0
1,823,1,1,2,1,1,3,2,4,6729077,1972,37,0,0,1
3,856,1,1,3,3,0,4,1,4,10091147,1990,24,1,0,0
5,1432,2,1,4,4,0,2,2,6,9594547,1981,28,0,1,0
2,742,1,1,2,3,1,1,1,2,6266972,1986,23,0,0,1
5,1743,2,1,4,4,1,4,2,4,11535577,2001,8,0,0,1
5,2311,4,2,6,3,0,2,3,5,13679565,1999,11,0,0,1
1,1055,1,1,3,2,0,1,3,3,8527480,1964,48,1,0,0
4,1641,2,1,4,1,1,3,3,6,16799117,2001,9,1,0,0
1,690,1,1,2,2,1,1,2,2,6790922,1987,24,1,0,0
3,756,1,1,2,3,1,4,3,6,10278948,1998,14,0,0,1
4,1704,2,1,4,3,0,4,2,6,11473565,1986,19,0,0,1
1,680,1,1,2,2,0,2,1,3,3611644,1965,44,0,1,0
6,1734,1,1,4,3,0,2,1,6,13305495,1981,33,0,0,1
2,1033,1,1,3,1,1,3,1,3,8371690,1977,30,0,0,1
1,757,1,1,2,1,1,4,2,6,9676814,1972,37,1,0,0
4,1912,3,2,5,5,1,1,2,2,10471998,1958,51,0,0,1
3,845,1,1,3,2,0,2,1,4,6773241,1982,29,0,0,1
3,1275,2,1,4,5,0,1,2,5,14541031,1970,38,1,0,0
3,1173,1,1,3,1,1,2,1,6,9935594,1995,11,0,1,0
5,1502,2,1,4,4,0,3,3,5,9913389,1995,13,0,1,0
3,1187,1,1,3,1,1,1,1,5,14156511,1998,13,1,0,0
6,1889,2,1,5,1,0,4,2,5,21866761,2002,8,1,0,0
7,1853,2,1,5,1,0,2,1,5,12201327,1989,20,0,1,0
2,603,1,1,2,3,0,3,2,3,5609100,1971,40,0,1,0
5,2172,3,2,5,4,1,4,2,4,18345635,1987,23,1,0,0
6,1507,1,1,4,1,0,4,2,5,17830681,1996,15,1,0,0
1,692,1,1,2,4,0,1,2,4,7300218,2003,7,1,0,0
4,1897,3,2,5,1,0,1,3,2,8368471,1966,46,0,1,0
4,1607,2,1,4,4,0,1,2,4,9049035,1954,54,0,0,1
5,1607,2,1,4,5,1,4,2,4,14849241,1981,30,1,0,0
6,1853,2,1,5,2,0,2,3,4,13508625,1969,40,0,0,1
3,1121,1,1,3,5,1,2,1,6,11081013,2003,5,0,0,1
5,2279,4,2,6,3,1,4,3,5,14329960,1985,26,0,0,1
2,729,1,1,2,4,0,4,1,4,7155106,1996,10,0,0,1
2,794,1,1,2,1,0,2,3,4,10725430,1976,33,1,0,0
3,800,1,1,2,4,1,1,2,6,12305376,1998,13,1,0,0
3,1292,2,1,4,3,0,1,3,5,10701043,1993,19,0,0,1
2,831,1,1,3,3,0,1,1,5,7970562,1994,16,0,0,1
4,1850,3,2,5,1,1,2,1,6,16581159,1970,37,1,0,0
1,1454,2,2,4,1,0,4,2,2,6190930,1982,30,0,1,0
3,1053,1,1,3,4,0,1,2,5,12998759,2006,4,1,0,0
2,1115,1,1,3,3,1,4,1,6,10206776,1971,38,0,1,0
5,1498,2,1,4,5,0,4,2,4,9609602,1983,27,0,0,1
3,992,1,1,3,5,1,1,3,6,10943792,1993,21,0,1,0
1,520,1,1,2,1,1,1,2,3,4515445,1966,44,0,1,0
2,833,1,1,3,1,0,4,3,5,11731626,1975,34,1,0,0
3,1114,1,1,3,5,0,2,3,5,14202338,1994,19,1,0,0
1,753,1,1,2,5,1,1,2,5,9379467,1978,33,1,0,0
6,1705,1,1,4,3,1,4,1,4,12274061,1985,22,0,1,0
2,934,1,1,3,4,1,4,3,2,12417767,2001,8,1,0,0
1,1101,1,1,3,4,1,3,3,4,8136216,1981,31,0,1,0
3,1104,1,1,3,2,1,3,2,6,14942010,1998,12,1,0,0
3,1085,1,1,3,2,0,2,3,4,9074189,1987,21,0,0,1
3,1015,1,1,3,5,1,4,2,5,13625661,1971,39,1,0,0
1,1389,2,2,4,2,1,3,2,6,9439894,1967,43,0,1,0
3,1179,1,1,3,1,0,4,3,6,11028070,2003,7,0,0,1
3,855,1,1,3,1,1,1,3,5,9747493,2007,7,0,0,1
2,897,1,1,3,3,0,2,3,6,10214891,1996,15,0,0,1
6,1762,1,1,4,5,0,4,3,4,13956947,1981,32,0,0,1
3,726,1,1,2,1,0,3,3,5,10733053,2004,6,1,0,0
3,1285,2,1,4,3,1,3,3,6,16589316,1970,40,1,0,0
3,940,1,1,3,1,0,3,2,5,11870678,1994,14,1,0,0
6,1914,2,1,5,2,1,4,2,6,15238985,1992,18,0,1,0
2,1285,2,2,4,5,0,1,1,1,12481443,1982,27,1,0,0
3,707,1,1,2,1,0,1,2,6,7347865,1985,23,0,1,0
3,939,1,1,3,4,1,4,1,6,12870818,1982,31,1,0,0
7,1911,2,1,5,3,0,2,3,5,22153941,1976,30,1,0,0
6,1697,1,1,4,2,0,2,2,5,13041768,1982,30,0,0,1
3,740,1,1,2,4,1,4,3,5,9299841,2004,9,0,1,0
7,1639,1,1,4,1,0,1,3,6,12571138,1980,31,0,1,0
3,1210,2,1,4,3,0,4,3,6,10375908,1972,39,0,1,0
1,1467,2,2,4,2,1,1,1,1,6044887,1994,15,0,1,0
1,1412,2,2,4,3,0,4,1,6,12385584,1995,14,1,0,0
3,1124,1,1,3,5,0,2,1,6,13486671,1985,24,1,0,0
6,1996,2,1,5,4,0,1,1,5,21484800,1976,33,1,0,0
1,1632,2,2,4,5,0,1,1,3,7162048,1961,50,0,0,1
3,1021,1,1,3,4,0,2,2,6,9767830,1991,22,0,0,1
1,1448,2,2,4,1,0,4,3,6,12852611,1971,39,1,0,0
5,2450,4,2,6,2,0,4,3,5,12709506,1983,26,0,1,0
3,941,1,1,3,5,1,4,3,5,10233116,1988,20,0,1,0
5,1412,2,1,4,3,1,3,2,6,11350863,1985,25,0,0,1
3,1153,1,1,3,4,0,1,1,6,13458672,1990,20,1,0,0
7,1690,1,1,4,1,1,1,2,5,20678150,1988,23,1,0,0
5,1307,1,1,3,1,1,2,3,4,9699328,1998,12,0,0,1
4,1635,2,1,4,2,1,3,3,4,10001162,1957,47,0,1,0
3,772,1,1,2,5,1,1,1,4,10588097,1996,17,1,0,0
1,1438,2,2,4,1,1,3,3,5,13112324,1963,46,1,0,0
7,1505,1,1,4,3,1,1,1,5,11707217,1977,34,0,1,0
1,1635,2,2,4,2,0,3,2,6,9429382,1984,27,0,1,0
6,1631,1,1,4,3,1,1,1,4,12815331,1991,21,0,0,1
7,1585,1,1,4,5,1,1,2,4,12360594,1972,41,0,1,0
3,1117,1,1,3,4,0,2,3,4,13276673,1995,17,1,0,0
1,1296,1,1,3,1,1,2,3,4,11920601,1985,26,1,0,0
3,1238,2,1,4,3,0,2,3,4,9665675,1974,39,0,0,1
5,1859,3,2,5,5,1,2,3,4,16980097,1980,28,1,0,0
5,2239,4,2,6,4,0,3,3,5,12222704,1990,19,0,1,0
4,1771,2,1,4,5,0,4,3,1,8479225,1975,35,0,1,0
2,626,1,1,2,1,1,1,3,1,5456454,1975,36,0,1,0
3,978,1,1,3,3,0,3,3,4,8515759,1974,39,0,0,1
7,1586,1,1,4,5,0,2,1,4,10700325,1976,34,0,1,0
3,1196,1,1,3,3,0,4,3,6,11614087,2002,5,0,0,1
3,1225,2,1,4,3,1,4,3,4,11594510,2000,7,0,0,1
3,812,1,1,3,1,1,4,3,6,10088538,2003,5,0,1,0
1,1436,2,2,4,3,0,4,3,5,12306879,1967,42,1,0,0
1,1019,1,1,3,4,1,3,3,5,10974918,1963,47,1,0,0
3,1203,2,1,4,5,1,4,1,4,14017669,1970,38,1,0,0
3,1027,1,1,3,5,0,4,1,5,12276841,1985,28,1,0,0
4,1974,3,2,5,5,1,2,2,5,11682856,1955,51,0,1,0
4,1746,2,1,4,3,1,4,1,5,10482286,1980,25,0,1,0
5,1711,2,1,4,5,0,3,2,5,10761387,1985,26,0,0,1
7,1918,2,1,5,2,1,1,1,5,13228153,1969,42,0,1,0
1,1083,1,1,3,4,0,4,2,1,5412184,1997,13,0,0,1
1,826,1,1,2,5,0,3,2,1,4948256,1998,14,0,0,1
4,1624,2,1,4,4,0,3,2,4,9429200,1971,40,0,0,1
3,1122,1,1,3,5,0,4,2,5,13799878,1985,28,1,0,0
6,1906,2,1,5,5,0,2,2,4,20881872,1972,41,1,0,0
3,849,1,1,3,4,0,2,2,4,7336515,1979,32,0,0,1
6,1793,1,1,4,5,1,2,2,4,13441057,1983,28,0,1,0
4,1936,3,2,5,2,1,3,3,3,11231352,1995,9,0,1,0
4,1956,3,2,5,5,1,4,1,3,9955282,1966,44,0,1,0
5,1778,3,2,5,3,1,4,3,4,11079610,1981,30,0,1,0
1,1075,1,1,3,3,0,2,2,3,8970675,2005,6,1,0,0
1,541,1,1,2,2,1,4,1,3,5138831,1989,21,0,0,1
3,1166,1,1,3,2,0,2,3,6,14803880,1997,16,1,0,0
1,533,1,1,2,3,0,2,2,1,3159395,1987,24,0,0,1
3,738,1,1,2,5,1,4,2,4,7890418,1977,32,0,1,0
7,1771,1,1,4,3,1,1,2,5,21785405,1993,16,1,0,0
6,1687,1,1,4,2,1,4,1,4,11852465,1978,31,0,1,0
5,1970,3,2,5,1,0,2,2,4,15666678,2004,6,1,0,0
1,1620,2,2,4,5,1,3,2,5,9676393,1967,43,0,1,0
1,668,1,1,2,3,0,2,2,2,3977875,1975,37,0,0,1
4,1542,2,1,4,2,1,4,3,6,10986166,1959,48,0,1,0
7,1551,1,1,4,4,0,1,2,5,13032645,1998,10,0,0,1
5,2221,4,2,6,1,0,4,2,5,12347895,1990,20,0,0,1
4,1522,2,1,4,5,0,2,2,4,9713577,1995,14,0,0,1
4,1539,2,1,4,3,1,3,3,4,10393087,1983,23,0,1,0
7,1866,2,1,5,1,1,4,3,6,16446515,1986,25,0,0,1
6,1874,2,1,5,1,1,4,1,6,15303588,1985,27,0,0,1
5,2097,3,2,5,2,0,4,2,4,11340913,1989,22,0,0,1
3,1159,1,1,3,2,0,2,1,5,12974198,1989,18,1,0,0
5,1438,2,1,4,1,1,3,3,6,15452085,2001,10,1,0,0
3,863,1,1,3,1,0,3,2,4,7613457,1990,22,0,0,1
1,1292,1,1,3,4,0,1,2,5,11000696,1979,32,1,0,0
6,1691,1,1,4,4,1,3,3,4,13214792,1981,28,0,1,0
6,1894,2,1,5,2,1,3,2,4,13403193,1969,38,0,1,0
3,1174,1,1,3,2,0,1,2,6,13901365,1973,35,1,0,0
4,1838,3,2,5,3,0,2,2,6,10549841,1961,44,0,1,0
1,1582,2,2,4,4,0,4,3,4,13249570,2006,5,1,0,0
5,1951,3,2,5,1,0,2,3,4,10339792,2000,8,0,1,0
1,1237,1,1,3,4,1,2,2,2,7246955,1989,22,0,0,1
4,1989,3,2,5,1,1,2,1,2,9647705,1973,37,0,0,1
3,1129,1,1,3,5,1,3,2,6,15154821,1979,30,1,0,0
3,768,1,1,2,1,1,1,1,6,7768359,1973,36,0,1,0
3,1056,1,1,3,1,0,2,1,4,7201018,1972,40,0,0,1
7,1585,1,1,4,4,0,4,1,6,18518094,1970,43,1,0,0
5,1789,3,2,5,5,1,4,3,5,12373083,2000,8,0,1,0
4,1869,3,2,5,5,0,2,1,6,16738397,1991,14,1,0,0
1,520,1,1,2,1,0,3,3,2,5482332,1990,19,1,0,0
3,738,1,1,2,5,1,2,1,5,11050000,2000,12,1,0,0
4,1914,3,2,5,3,1,2,3,5,12323198,2003,8,0,1,0
6,1576,1,1,4,4,0,4,3,4,13200560,1993,16,0,0,1
3,869,1,1,3,1,0,1,3,4,7118892,1972,37,0,1,0
2,635,1,1,2,1,0,1,3,4,6246937,1970,40,0,1,0
6,1875,2,1,5,5,1,1,3,5,15445474,1998,8,0,1,0
5,2344,4,2,6,4,0,2,3,6,20063637,1992,17,1,0,0
6,1804,2,1,5,4,1,4,3,6,15189227,1987,24,0,1,0
2,985,1,1,3,4,0,3,3,2,7714669,1970,40,0,0,1
6,1589,1,1,4,4,1,4,1,5,19666839,1992,18,1,0,0
1,1390,2,2,4,4,1,4,3,2,8473047,1978,33,0,0,1
5,2435,4,2,6,4,0,4,3,6,13582687,1996,15,0,1,0
2,1145,1,1,3,4,1,2,3,6,12253523,1981,29,0,0,1
3,714,1,1,2,3,0,4,3,6,8527299,1988,19,0,1,0
3,1174,1,1,3,4,0,2,3,4,13421475,1984,25,1,0,0
6,1936,2,1,5,5,0,4,3,4,22216107,1980,27,1,0,0
1,1477,2,2,4,3,0,4,1,3,10363468,1983,26,1,0,0
1,1017,1,1,3,5,1,4,3,2,10298430,2006,6,1,0,0
3,943,1,1,3,5,0,4,1,4,8042427,1995,17,0,0,1
7,1515,1,1,4,3,0,4,1,5,12054884,1975,33,0,0,1
3,1071,1,1,3,1,0,4,2,6,9666655,1976,37,0,0,1
4,1937,3,2,5,4,0,2,2,4,11289759,1998,10,0,0,1
5,2440,4,2,6,4,1,2,2,6,14799918,2000,11,0,0,1
3,892,1,1,3,3,1,4,1,4,8348642,1985,26,0,0,1
4,1951,3,2,5,3,0,1,2,4,16339610,1998,12,1,0,0
1,1452,2,2,4,4,0,3,2,4,8504762,1997,13,0,0,1
4,1605,2,1,4,1,0,1,2,2,12284178,1978,26,1,0,0
3,733,1,1,2,5,0,4,2,4,7817117,1996,15,0,0,1
1,616,1,1,2,5,0,4,3,3,5768216,1975,36,0,0,1
6,1525,1,1,4,5,0,3,1,5,12595912,1997,15,0,0,1
5,1577,2,1,4,3,0,2,2,4,9761905,2004,5,0,0,1
2,1002,1,1,3,2,1,2,2,1,8009441,2001,8,0,0,1
4,1792,2,1,4,3,1,1,3,4,16185505,1963,45,1,0,0
3,721,1,1,2,2,1,2,1,6,8217580,1982,32,0,0,1
7,1530,1,1,4,2,1,1,1,4,18155399,2003,10,1,0,0
3,723,1,1,2,2,1,2,1,6,11181973,1993,15,1,0,0
2,840,1,1,3,2,0,4,2,2,6821816,1988,21,0,0,1
